model_name,dependent_var,predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper,significant_05,significant_01
group_ie_interaction,EVAmood_normalized,Intercept,-0.2733333333333334,0.14893431409526536,-1.8352609671838054,0.06646703154825115,-0.5652392250222296,0.018572558355562874,False,False
group_ie_interaction,EVAmood_normalized,group[T.Risk of Depression],-0.05365542479014835,0.28826139007563717,-0.18613462169203324,0.8523391921258067,-0.618637367471849,0.5113265178915523,False,False
group_ie_interaction,EVAmood_normalized,inclusion_exclusion[T.inclusion],0.2696344203390878,0.20944147557923418,1.2873974440515337,0.19795579475601865,-0.14086332866513646,0.680132169343312,False,False
group_ie_interaction,EVAmood_normalized,group[T.Risk of Depression]:inclusion_exclusion[T.inclusion],-0.32597899554893933,0.38900140754763424,-0.8379892443166091,0.4020367442322219,-1.08840774427769,0.43644975317981133,False,False
group_ie_interaction,EVAmood_normalized,subject_id Var,0.0794204849714376,0.20549930887929785,0.3864756791862791,0.6991444113011095,-0.3233507592798583,0.4821917292227335,False,False
group_effect,EVAhurt,Intercept,8.59745657277604,0.4185622081342378,20.540451110241502,9.368837531210311e-94,7.777089719543375,9.417823426008704,True,True
group_effect,EVAhurt,group[T.Risk of Depression],-1.3071408291255597,0.7829320694127718,-1.6695456479461417,0.09500929169737841,-2.841659487516006,0.2273778292648867,False,False
group_effect,EVAhurt,subject_id Var,2.8007597246289313,0.7933889155017574,3.530122074944375,0.00041536796658291254,1.2457460245121947,4.355773424745668,True,True
inclusion_exclusion_effect,EVAhurt_normalized,Intercept,0.05098784604480153,0.2393605719682838,0.21301689591365788,0.8313137840845589,-0.4181502543319424,0.5201259464215454,False,False
inclusion_exclusion_effect,EVAhurt_normalized,inclusion_exclusion[T.inclusion],-0.20503826532067335,0.30877283242162207,-0.6640424408864392,0.5066631480044563,-0.8102218962714741,0.40014536563012737,False,False
inclusion_exclusion_effect,EVAhurt_normalized,subject_id Var,0.24262254923096035,0.25639058648204427,0.9463005352887707,0.34399532042803627,-0.25989376624894844,0.7451388647108692,False,False
group_ie_interaction,EVAhurt_normalized,Intercept,-0.1733333333333334,0.27759132228700967,-0.6244191349545108,0.5323523617579875,-0.7174023274367232,0.37073566077005643,False,False
group_ie_interaction,EVAhurt_normalized,group[T.Risk of Depression],0.8480374938872969,0.5395927337435102,1.571625118084712,0.11603751766363439,-0.2095448305694939,1.9056198183440878,False,False
group_ie_interaction,EVAhurt_normalized,inclusion_exclusion[T.inclusion],-0.007433255674992587,0.371033009976865,-0.020033947048150976,0.9840162921664132,-0.7346445923051385,0.7197780809551534,False,False
group_ie_interaction,EVAhurt_normalized,group[T.Risk of Depression]:inclusion_exclusion[T.inclusion],-0.7506042382123042,0.6945040050420028,-1.0807774077082657,0.27979614040787637,-2.111807075213454,0.6105985987888456,False,False
group_ie_interaction,EVAhurt_normalized,subject_id Var,0.19168320448651227,0.2457707350788065,0.7799268876542561,0.4354339110607176,-0.29001858472188335,0.6733849936949079,False,False
group_effect,EVAaverage,Intercept,8.066751285395767,0.3354300188628572,24.0489843835173,8.55453207799238e-128,7.4093205290909765,8.724182041700558,True,True
group_effect,EVAaverage,group[T.Risk of Depression],-2.1942461334000356,0.6274743377958905,-3.4969495981424443,0.0004706107379365926,-3.4240732367031006,-0.9644190300969704,True,True
group_effect,EVAaverage,subject_id Var,5.19324916402411,1.4127891282996772,3.6758841500106243,0.0002370270747200571,2.4242333548070047,7.962264973241215,True,True
inclusion_exclusion_effect,EVAaverage_normalized,Intercept,-0.18440899743422026,0.154189761702703,-1.1959873042010645,0.2317015134869549,-0.4866153771563314,0.11779738228789091,False,False
inclusion_exclusion_effect,EVAaverage_normalized,inclusion_exclusion[T.inclusion],0.13979691388427415,0.1870820923292468,0.7472490399468315,0.4549132471362338,-0.22687724923344668,0.506471077001995,False,False
inclusion_exclusion_effect,EVAaverage_normalized,subject_id Var,0.4209399669573833,0.302614350694179,1.3910112524134182,0.16422201460085895,-0.17217326160818108,1.0140531955229477,False,False
group_ie_interaction,EVAaverage_normalized,Intercept,-0.2466666666666667,0.18195986206479894,-1.3556103190429138,0.17522318685304594,-0.6033014429455487,0.10996810961221526,False,False
group_ie_interaction,EVAaverage_normalized,group[T.Risk of Depression],0.23226495280966616,0.3510904289241023,0.6615530748628767,0.508257689350755,-0.455859643198294,0.9203895488176264,False,False
group_ie_interaction,EVAaverage_normalized,inclusion_exclusion[T.inclusion],0.19125104412997276,0.22475493083865564,0.8509314719651947,0.3948074210219654,-0.249260525661583,0.6317626139215285,False,False
group_ie_interaction,EVAaverage_normalized,group[T.Risk of Depression]:inclusion_exclusion[T.inclusion],-0.1935159969396387,0.41842127704174115,-0.4624908138223903,0.6437293884022786,-1.0136066303067075,0.62657463642743,False,False
group_ie_interaction,EVAaverage_normalized,subject_id Var,0.4075144023905421,0.3038999746629024,1.340949116045741,0.17993697388985586,-0.18811860285138154,1.0031474076324658,False,False
group_effect,total_score,Intercept,32.22569282727326,1.3424519172499814,24.005100229800206,2.459855751307877e-127,29.594535418486547,34.85685023605996,True,True
group_effect,total_score,group[T.Risk of Depression],-8.770354816846643,2.511266221118834,-3.4924034509329016,0.00047869461574068456,-13.692346165831557,-3.848363467861729,True,True
group_effect,total_score,subject_id Var,5.191305351863238,1.4122947879923466,3.6757944559456734,0.00023711037661032502,2.4232584318446073,7.959352271881869,True,True
inclusion_exclusion_effect,total_score_normalized,Intercept,-0.6968747538664878,0.6158031423767956,-1.1316518314225918,0.25778083996079526,-1.9038267344915982,0.5100772267586228,False,False
inclusion_exclusion_effect,total_score_normalized,inclusion_exclusion[T.inclusion],0.5334975661185466,0.7459177356143691,0.7152230609976523,0.4744712214637641,-0.928474331115287,1.9954694633523802,False,False
inclusion_exclusion_effect,total_score_normalized,subject_id Var,0.42544247456515377,0.30257993062221117,1.4060498780943398,0.15970931425513968,-0.1676032918990083,1.018488241029316,False,False
group_ie_interaction,total_score_normalized,Intercept,-0.9466666666666662,0.7267453267791928,-1.3026112886919081,0.19270750182813,-2.3710613330866765,0.47772799975334423,False,False
group_ie_interaction,total_score_normalized,group[T.Risk of Depression],0.9311006860587732,1.401952983380243,0.664145443603822,0.5065972272299127,-1.816676669384984,3.6788780415025304,False,False
group_ie_interaction,total_score_normalized,inclusion_exclusion[T.inclusion],0.7284000405116995,0.8963237638649059,0.8126528268879906,0.41641713459078344,-1.0283622551509,2.485162336174299,False,False
group_ie_interaction,total_score_normalized,group[T.Risk of Depression]:inclusion_exclusion[T.inclusion],-0.7378340599038068,1.6688148627029877,-0.4421305660645503,0.6583947269702998,-4.008651087666818,2.5329829678592044,False,False
group_ie_interaction,total_score_normalized,subject_id Var,0.4115517447936151,0.3036608390301206,1.355300690428484,0.17532177513392422,-0.18361256322063602,1.0067160528078662,False,False
