Marker Type,Marker Name,N Subjects,N Observations,N Channels,Total Clusters,Sig Clusters (uncorr),Sig Clusters (corr),In Correction Family,Marker p (uncorr),Marker p (corr),Marker Rejected,Correction Method,Correction Unit,Correction Family Size,T-stat Min,T-stat Max,T-stat Mean (abs),Predictor,Threshold,N Permutations,Analysis Date
sleep,sleep/slowwaves_Density,26,1506,64,3,1,1,True,0.0001999600079984003,0.0037992401519696063,True,fdr_bh,marker,19,-5.624487248886253,0.04706837514337189,2.3156123710356855,confidence,1.959963984540054,5000,2026-08-14T01:25:25.003219
sleep,sleep/wsmi_theta,26,1506,64,3,1,1,True,0.004399120175964807,0.012483217642185851,True,fdr_bh,marker,19,-0.9929367879133879,3.1570849905514633,1.0736815117520342,confidence,1.959963984540054,5000,2026-08-14T01:32:29.276402
sleep,sleep/kolmogorov_complexity,26,1506,64,2,0,0,True,0.08598280343931214,0.14722055588882224,False,fdr_bh,marker,19,-2.9719717166480746,2.3571612216502413,0.7857895801102011,confidence,1.959963984540054,5000,2026-08-14T01:05:51.417650
sleep,sleep/psd_relative_alpha,26,1506,64,3,2,0,True,0.02539492101579684,0.05361149992223778,False,fdr_bh,marker,19,-4.56169312576673,1.842221136850897,1.2209959650344642,confidence,1.959963984540054,5000,2026-08-14T01:04:27.581364
sleep,sleep/psd_relative_beta,26,1506,64,3,0,0,True,0.05858828234353129,0.11131773645270947,False,fdr_bh,marker,19,-1.58086777900802,3.0106470397706167,1.1110649444998097,confidence,1.959963984540054,5000,2026-08-14T01:10:00.800717
sleep,sleep/psd_relative_theta,26,1506,64,2,0,0,True,0.09298140371925614,0.14722055588882224,False,fdr_bh,marker,19,-2.63451284490392,1.4830520689032094,0.7931286876909642,confidence,1.959963984540054,5000,2026-08-14T01:21:43.438174
sleep,sleep/slowwaves_Duration,26,1506,64,0,0,0,True,1.0,1.0,False,fdr_bh,marker,19,-1.7806624852386999,2.053566571747646,0.6917091001640492,confidence,1.959963984540054,5000,2026-08-14T01:26:50.691921
sleep,sleep/slowwaves_Frequency,26,1506,64,1,0,0,True,0.2529494101179764,0.3039392121575685,False,fdr_bh,marker,19,-2.1181644096780294,2.4650374438938805,0.8186993071224618,confidence,1.959963984540054,5000,2026-08-14T01:24:27.357146
sleep,sleep/slowwaves_PTP,26,1506,64,0,0,0,True,1.0,1.0,False,fdr_bh,marker,19,-1.4994845582659804,1.7780975786675233,0.6261678067703935,confidence,1.959963984540054,5000,2026-08-14T01:18:23.290817
sleep,sleep/slowwaves_Slope,26,1506,64,0,0,0,True,1.0,1.0,False,fdr_bh,marker,19,-1.8503514783569137,2.0788427549867357,0.7448018165044231,confidence,1.959963984540054,5000,2026-08-14T01:22:52.853442
sleep,sleep/wsmi_alpha,26,1506,64,1,0,0,True,0.14557088582283542,0.21275744851029793,False,fdr_bh,marker,19,-1.769992303150916,2.892030948868081,0.6869769251319693,confidence,1.959963984540054,5000,2026-08-14T01:31:15.278365
sleep,sleep/wsmi_beta,26,1506,64,1,0,0,True,0.2559488102379524,0.3039392121575685,False,fdr_bh,marker,19,-2.4136083599148983,2.003549240542056,0.8625717524298742,confidence,1.959963984540054,5000,2026-08-14T01:32:25.304133
sleep,sleep/wsmi_gamma,26,1506,64,2,0,0,True,0.20055988802239552,0.2721884194589654,False,fdr_bh,marker,19,-2.5702359242981396,2.5465084082291374,0.8089846175662232,confidence,1.959963984540054,5000,2026-08-14T01:32:53.120337
