perm_idx,auc,balanced_accuracy,auprc
273,0.7527777777777778,0.6416666666666666,0.6251092271925606
274,0.375,0.39166666666666666,0.26632759261435734
275,0.4305555555555556,0.5666666666666667,0.27022892916902963
276,0.3111111111111111,0.4916666666666667,0.22782131832101626
277,0.43333333333333335,0.35833333333333334,0.30649168325917947
278,0.4638888888888889,0.475,0.30304493480360545
279,0.6944444444444444,0.675,0.5536073140239807
280,0.2944444444444444,0.3666666666666667,0.23432738525490637
281,0.33333333333333337,0.375,0.30188676635755735
282,0.5194444444444445,0.5666666666666667,0.339667334979835
283,0.5833333333333334,0.5833333333333333,0.3937473240203887
284,0.6055555555555555,0.6083333333333334,0.37977795147836174
285,0.45555555555555555,0.4833333333333333,0.28560277992574035
286,0.38055555555555554,0.39166666666666666,0.3341586331820579
287,0.5777777777777778,0.5416666666666666,0.4719935258360306
288,0.5222222222222221,0.5333333333333333,0.4063875289708448
289,0.5527777777777778,0.5916666666666667,0.308918982732081
290,0.42499999999999993,0.4916666666666667,0.3326998813319721
291,0.2638888888888889,0.375,0.20940557156258377
292,0.525,0.5333333333333333,0.4429394075199365
293,0.4138888888888889,0.4916666666666667,0.2610534307912181
294,0.1222222222222222,0.25833333333333336,0.19374459925128237
295,0.31388888888888894,0.35,0.22064054009270914
296,0.39166666666666666,0.4083333333333333,0.30196618468677294
297,0.5916666666666667,0.625,0.35213736756075464
298,0.23055555555555554,0.26666666666666666,0.2032690180991802
299,0.34444444444444444,0.41666666666666663,0.23594887224424432
300,0.5527777777777778,0.575,0.5062450609609185
301,0.3972222222222222,0.4666666666666667,0.2574038512005945
302,0.6888888888888889,0.7333333333333334,0.49263835722814053
303,0.33055555555555555,0.39166666666666666,0.22493259535101517
304,0.3222222222222222,0.36666666666666664,0.2315759513288701
305,0.4,0.43333333333333335,0.28089274395872693
306,0.5527777777777778,0.5083333333333333,0.32125377632343577
307,0.3277777777777778,0.41666666666666663,0.2246441287496031
308,0.4638888888888889,0.44166666666666665,0.4111891365176487
309,0.2416666666666667,0.2833333333333333,0.2133803467542026
310,0.5083333333333333,0.575,0.4240851654375049
311,0.6000000000000001,0.525,0.4113564875353493
312,0.5527777777777778,0.4833333333333333,0.3417708356523223
313,0.4888888888888889,0.45833333333333337,0.2760698520481129
314,0.4055555555555556,0.5083333333333333,0.2924206277434009
315,0.36666666666666664,0.4083333333333333,0.23631706726112872
316,0.3777777777777778,0.4833333333333333,0.27757686672590204
317,0.41388888888888886,0.3833333333333333,0.2518768755815857
318,0.6555555555555557,0.5833333333333333,0.5342113791808913
319,0.1333333333333333,0.26666666666666666,0.1846182168722118
320,0.5027777777777778,0.5916666666666667,0.30691495556093834
321,0.39722222222222225,0.4666666666666667,0.29997445485776014
322,0.6472222222222221,0.6416666666666666,0.4456630175380175
323,0.7222222222222222,0.6833333333333333,0.46219373670593183
324,0.6166666666666667,0.5583333333333333,0.3372962694885445
325,0.8194444444444444,0.8083333333333333,0.7874937455045815
326,0.4111111111111111,0.4083333333333333,0.25263660324934833
