Marker Type,Marker Name,N Subjects,N Observations,N Channels,Total Clusters,Sig Clusters (uncorr),Sig Clusters (corr),In Correction Family,Marker p (uncorr),Marker p (corr),Marker Rejected,Correction Method,Correction Unit,Correction Family Size,T-stat Min,T-stat Max,T-stat Mean (abs),Predictor,Threshold,N Permutations,Analysis Date
sleep,sleep/psd_relative_alpha,33,1926,64,1,0,0,True,0.0649870025994801,0.15434413117376525,False,fdr_bh,marker,19,-2.847264113763357,1.5607591072710658,1.0551755966169387,valence,1.959963984540054,5000,2026-08-13T23:10:45.376530
sleep,sleep/psd_relative_beta,33,1926,64,1,0,0,True,0.0609878024395121,0.15434413117376525,False,fdr_bh,marker,19,-2.5002102636949046,1.9154932873203296,1.0207220187006345,valence,1.959963984540054,5000,2026-08-13T23:08:16.011001
sleep,sleep/psd_relative_gamma,33,1926,64,2,0,0,True,0.10617876424715057,0.19825125883914127,False,fdr_bh,marker,19,-3.378027316249653,1.7988998186851115,0.7845852939548761,valence,1.959963984540054,5000,2026-08-13T23:10:38.906370
sleep,sleep/psd_relative_theta,33,1926,64,3,1,0,True,0.022195560887822437,0.10542891421715658,False,fdr_bh,marker,19,-1.102267030129568,2.783086489230086,1.60530237035074,valence,1.959963984540054,5000,2026-08-13T23:11:45.822203
sleep,sleep/slowwaves_Density,33,1926,64,5,1,0,True,0.013397320535892822,0.10542891421715658,False,fdr_bh,marker,19,-0.6327959045921907,4.48466674736952,1.6888745308792168,valence,1.959963984540054,5000,2026-08-13T23:14:36.435891
sleep,sleep/slowwaves_Duration,33,1926,64,2,0,0,True,0.32573485302939414,0.32573485302939414,False,fdr_bh,marker,19,-1.7902335347527398,2.5556078596771905,0.9039759913642651,valence,1.959963984540054,5000,2026-08-13T23:12:04.293004
sleep,sleep/slowwaves_Frequency,33,1926,64,2,0,0,True,0.2673465306938612,0.2821991157324091,False,fdr_bh,marker,19,-3.031375881373755,1.6140727187990633,0.8754217641232034,valence,1.959963984540054,5000,2026-08-13T23:12:34.801990
sleep,sleep/slowwaves_PTP,33,1926,64,1,0,0,True,0.15296940611877624,0.20940517778797182,False,fdr_bh,marker,19,-1.3868628997678272,2.6460194773492183,0.9921627522399674,valence,1.959963984540054,5000,2026-08-13T23:04:14.988477
sleep,sleep/slowwaves_Slope,33,1926,64,3,1,0,True,0.041191761647670466,0.15434413117376525,False,fdr_bh,marker,19,-2.5169144821929716,2.9834582364360402,0.9708371997757517,valence,1.959963984540054,5000,2026-08-13T23:07:56.430278
sleep,sleep/wsmi_alpha,33,1926,64,2,0,0,True,0.05878824235152969,0.15434413117376525,False,fdr_bh,marker,19,-2.5608333688085683,1.0941321465949116,0.774743355126162,valence,1.959963984540054,5000,2026-08-13T23:19:12.915686
sleep,sleep/wsmi_beta,33,1926,64,2,0,0,True,0.1873625274945011,0.20940517778797182,False,fdr_bh,marker,19,-2.7047910714855243,2.625149775767189,0.7525340302861396,valence,1.959963984540054,5000,2026-08-13T23:21:28.376267
sleep,sleep/wsmi_gamma,33,1926,64,2,0,0,True,0.16016796640671865,0.20940517778797182,False,fdr_bh,marker,19,-2.8297317312438004,2.1374822736574326,0.8429238609021825,valence,1.959963984540054,5000,2026-08-13T23:20:17.443325
sleep,sleep/wsmi_theta,33,1926,64,2,0,0,True,0.08058388322335533,0.1701215312493057,False,fdr_bh,marker,19,-2.0413387875774927,3.3547450208131524,0.7981204411355872,valence,1.959963984540054,5000,2026-08-13T23:21:20.845981
